no,nama_barang,kategori,kode_barang
3296,Self Supporting Tower,PERALATAN DAN MESIN,1.3.2.06.03.20.001
3297,Guy Tower,PERALATAN DAN MESIN,1.3.2.06.03.20.002
3298,Mast Tower,PERALATAN DAN MESIN,1.3.2.06.03.20.003
3299,Concrete Tower,PERALATAN DAN MESIN,1.3.2.06.03.20.004
3300,switcher/menara antena  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.20.005
3301,FEEDER,PERALATAN DAN MESIN,1.3.2.06.03.21.000
3302,Open Wire,PERALATAN DAN MESIN,1.3.2.06.03.21.001
3303,Coaxial Feeder,PERALATAN DAN MESIN,1.3.2.06.03.21.002
3304,Antenna Tuning Unit,PERALATAN DAN MESIN,1.3.2.06.03.21.003
3305,Dehydrator,PERALATAN DAN MESIN,1.3.2.06.03.21.004
3306,feeder  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.21.005
3307,HUMIDITY CONTROL,PERALATAN DAN MESIN,1.3.2.06.03.22.000
3308,Dehumidifier (Humidity Control),PERALATAN DAN MESIN,1.3.2.06.03.22.001
3309,humidity control  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.22.002
3310,PROGRAM INPUT EQUIPMENT,PERALATAN DAN MESIN,1.3.2.06.03.23.000
3311,Receiver STL/VHF ( FM),PERALATAN DAN MESIN,1.3.2.06.03.23.001
3312,Receiver STL/UHF,PERALATAN DAN MESIN,1.3.2.06.03.23.002
3313,Receiver STL/SHF,PERALATAN DAN MESIN,1.3.2.06.03.23.003
3314,TVRO,PERALATAN DAN MESIN,1.3.2.06.03.23.004
3315,Line Amplifier,PERALATAN DAN MESIN,1.3.2.06.03.23.005
3316,S R O,PERALATAN DAN MESIN,1.3.2.06.03.23.006
3317,Line Equalizer,PERALATAN DAN MESIN,1.3.2.06.03.23.007
3318,Automatic Gain Control,PERALATAN DAN MESIN,1.3.2.06.03.23.008
3319,Compressor Amplifier,PERALATAN DAN MESIN,1.3.2.06.03.23.009
3320,Expander Amplifier,PERALATAN DAN MESIN,1.3.2.06.03.23.010
3321,Attenuator,PERALATAN DAN MESIN,1.3.2.06.03.23.011
3322,Audio Processor Am,PERALATAN DAN MESIN,1.3.2.06.03.23.012
3323,Stereo Generator Fm,PERALATAN DAN MESIN,1.3.2.06.03.23.013
3324,Distributor Amplifier,PERALATAN DAN MESIN,1.3.2.06.03.23.014
3325,Switcher/Patch Panel,PERALATAN DAN MESIN,1.3.2.06.03.23.015
3326,Audio Monitor,PERALATAN DAN MESIN,1.3.2.06.03.23.016
3327,AM Monitor,PERALATAN DAN MESIN,1.3.2.06.03.23.017
3328,FM Monitor,PERALATAN DAN MESIN,1.3.2.06.03.23.018
3329,Power Distribution Board,PERALATAN DAN MESIN,1.3.2.06.03.23.019
3330,Lightning Protector,PERALATAN DAN MESIN,1.3.2.06.03.23.020
3331,All Band Receiver,PERALATAN DAN MESIN,1.3.2.06.03.23.021
3332,Change Over Switch,PERALATAN DAN MESIN,1.3.2.06.03.23.022
3333,program input equipment  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.23.023
3334,PERALATAN ANTENA PENERIMA VHF,PERALATAN DAN MESIN,1.3.2.06.03.24.000
3335,Antene Penerima VHF,PERALATAN DAN MESIN,1.3.2.06.03.24.001
3336,Peralatan Antena Penerima LF,PERALATAN DAN MESIN,1.3.2.06.03.24.002
3337,Peralatan Antena Penerima MF,PERALATAN DAN MESIN,1.3.2.06.03.24.003
3338,Peralatan Antena Penerima HF,PERALATAN DAN MESIN,1.3.2.06.03.24.004
3339,Peralatan Antena Penerima MF+HF,PERALATAN DAN MESIN,1.3.2.06.03.24.005
3340,Peralatan Antena Penerima VHF,PERALATAN DAN MESIN,1.3.2.06.03.24.006
3341,Peralatan Antena Penerima UHF,PERALATAN DAN MESIN,1.3.2.06.03.24.007
3342,Peralatan Antena Penerima SSHF,PERALATAN DAN MESIN,1.3.2.06.03.24.008
3343,peralatan antena penerima vhf  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.24.009
3344,PERALATAN PEMANCAR LF,PERALATAN DAN MESIN,1.3.2.06.03.25.000
3345,Peralatan Pemancar LF Transportable,PERALATAN DAN MESIN,1.3.2.06.03.25.001
3346,Peralatan Pemancar LF Portable,PERALATAN DAN MESIN,1.3.2.06.03.25.002
3347,Peralatan Pemancar LF Stationary,PERALATAN DAN MESIN,1.3.2.06.03.25.003
3348,peralatan pemancar lf  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.25.004
3349,UNIT PEMANCAR MF+HF,PERALATAN DAN MESIN,1.3.2.06.03.26.000
3350,Unit Pemancar MF+HF Transportable,PERALATAN DAN MESIN,1.3.2.06.03.26.001
3351,Unit Pemancar MF+HF Portable,PERALATAN DAN MESIN,1.3.2.06.03.26.002
3352,Unit Pemancar MF+HF Stationary,PERALATAN DAN MESIN,1.3.2.06.03.26.003
3353,unit pemancar mf+hf  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.26.004
3354,PERALATAN ANTENA PEMANCAR MF+HF,PERALATAN DAN MESIN,1.3.2.06.03.27.000
3355,Peralatan Antena Pemancar MF+HF Transportable,PERALATAN DAN MESIN,1.3.2.06.03.27.001
3356,Peralatan Antena Pemancar MF+HF Portable,PERALATAN DAN MESIN,1.3.2.06.03.27.002
3357,Peralatan Antena Pemancar MF+HF Stationary,PERALATAN DAN MESIN,1.3.2.06.03.27.003
3358,peralatan antena pemancar mf+hf  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.27.004
3359,PERALATAN PENERIMA,PERALATAN DAN MESIN,1.3.2.06.03.28.000
3360,Peralatan Penerima LF,PERALATAN DAN MESIN,1.3.2.06.03.28.001
3361,Peralatan Penerima MF,PERALATAN DAN MESIN,1.3.2.06.03.28.002
3362,Peralatan Penerima HF,PERALATAN DAN MESIN,1.3.2.06.03.28.003
3363,Peralatan Penerima MF+HF,PERALATAN DAN MESIN,1.3.2.06.03.28.004
3364,Peralatan Penerima UHF,PERALATAN DAN MESIN,1.3.2.06.03.28.005
3365,Peralatan Penerima SHF,PERALATAN DAN MESIN,1.3.2.06.03.28.006
3366,peralatan penerima  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.28.007
3367,PERALATAN PEMANCAR DAN PENERIMA LF,PERALATAN DAN MESIN,1.3.2.06.03.29.000
3368,Unit Transceiver LF Transportable,PERALATAN DAN MESIN,1.3.2.06.03.29.001
3369,Unit Transceiver LF Portable,PERALATAN DAN MESIN,1.3.2.06.03.29.002
3370,Unit Transceiver LF Stationary,PERALATAN DAN MESIN,1.3.2.06.03.29.003
3371,peralatan pemancar dan penerima lf  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.29.004
3372,PERALATAN PEMANCAR DAN PENERIMA MF,PERALATAN DAN MESIN,1.3.2.06.03.30.000
3373,Unit Transceiver MF Transportable,PERALATAN DAN MESIN,1.3.2.06.03.30.001
3374,Unit Transceiver MF Portable,PERALATAN DAN MESIN,1.3.2.06.03.30.002
3375,Unit Transceiver MF Stationary,PERALATAN DAN MESIN,1.3.2.06.03.30.003
3376,peralatan pemancar dan penerima mf  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.30.004
3377,PERALATAN PEMANCAR DAN PENERIMA HF,PERALATAN DAN MESIN,1.3.2.06.03.31.000
3378,Unit Transceiver HF Transportable,PERALATAN DAN MESIN,1.3.2.06.03.31.001
3379,Unit Transceiver HF Portable,PERALATAN DAN MESIN,1.3.2.06.03.31.002
3380,Unit Transceiver HF Stationary,PERALATAN DAN MESIN,1.3.2.06.03.31.003
3381,Rs Ssb Tranciever,PERALATAN DAN MESIN,1.3.2.06.03.31.004
3382,Mini Ranger,PERALATAN DAN MESIN,1.3.2.06.03.31.005
3383,Artemis,PERALATAN DAN MESIN,1.3.2.06.03.31.006
3384,Telerometer,PERALATAN DAN MESIN,1.3.2.06.03.31.007
3385,peralatan pemancar dan penerima hf  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.31.008
3386,PERALATAN PEMANCAR DAN PENERIMA MF+HF,PERALATAN DAN MESIN,1.3.2.06.03.32.000
3387,Unit Transceiver MF+HF Transportable,PERALATAN DAN MESIN,1.3.2.06.03.32.001
3388,Unit Transceiver MF+HF Portable,PERALATAN DAN MESIN,1.3.2.06.03.32.002
3389,Unit Transceiver MF+HF Stationary,PERALATAN DAN MESIN,1.3.2.06.03.32.003
3390,Differential Omega (Peralatan Pemancar Dan Penerima Mf+hf),PERALATAN DAN MESIN,1.3.2.06.03.32.004
3391,peralatan pemancar dan penerima mf+hf  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.32.005
3392,PERALATAN PEMANCAR DAN PENERIMA VHF,PERALATAN DAN MESIN,1.3.2.06.03.33.000
3393,Unit Transceiver VHF Transportable,PERALATAN DAN MESIN,1.3.2.06.03.33.001
3394,Unit Transceiver VHF Portable,PERALATAN DAN MESIN,1.3.2.06.03.33.002
3395,Unit Transceiver VHF Stationary,PERALATAN DAN MESIN,1.3.2.06.03.33.003
3396,peralatan pemancar dan penerima vhf  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.33.004
3397,PERALATAN PEMANCAR DAN PENERIMA UHF,PERALATAN DAN MESIN,1.3.2.06.03.34.000
3398,Unit Transceiver UHF Transportable,PERALATAN DAN MESIN,1.3.2.06.03.34.001
3399,Unit Transceiver UHF Portable,PERALATAN DAN MESIN,1.3.2.06.03.34.002
3400,Unit Transceiver UHF Stationary,PERALATAN DAN MESIN,1.3.2.06.03.34.003
3401,Ultra Hight Frequence Link,PERALATAN DAN MESIN,1.3.2.06.03.34.004
3402,Auto Alarm Tustel (AAT),PERALATAN DAN MESIN,1.3.2.06.03.34.005
3403,Distribution Board and Signal Unit,PERALATAN DAN MESIN,1.3.2.06.03.34.006
3404,Remote Terminal Unit,PERALATAN DAN MESIN,1.3.2.06.03.34.007
3405,Multiplex Terminal Equipment,PERALATAN DAN MESIN,1.3.2.06.03.34.008
3406,Signal Velvoger Grounding,PERALATAN DAN MESIN,1.3.2.06.03.34.009
3407,Bridge Merger Testing,PERALATAN DAN MESIN,1.3.2.06.03.34.010
3408,Message Repeater,PERALATAN DAN MESIN,1.3.2.06.03.34.011
3409,Electric Cleaner,PERALATAN DAN MESIN,1.3.2.06.03.34.012
3410,Aotomatic Aerlale,PERALATAN DAN MESIN,1.3.2.06.03.34.013
3411,Power and Awr Meter Round,PERALATAN DAN MESIN,1.3.2.06.03.34.014
3412,Voltage Regulator,PERALATAN DAN MESIN,1.3.2.06.03.34.015
3413,Gyro Compass,PERALATAN DAN MESIN,1.3.2.06.03.34.016
3414,Frequence Synthesizer Unit,PERALATAN DAN MESIN,1.3.2.06.03.34.017
3415,Vodas (Voice Devise Anti Singing),PERALATAN DAN MESIN,1.3.2.06.03.34.018
3416,Anemometer (Peralatan Pemancar Dan Penerima UHF),PERALATAN DAN MESIN,1.3.2.06.03.34.019
3417,Clear View Screen,PERALATAN DAN MESIN,1.3.2.06.03.34.020
3418,Arq unit,PERALATAN DAN MESIN,1.3.2.06.03.34.021
3419,Radio Direction Finder,PERALATAN DAN MESIN,1.3.2.06.03.34.022
3420,Power transmitter,PERALATAN DAN MESIN,1.3.2.06.03.34.023
3421,Tele Controller,PERALATAN DAN MESIN,1.3.2.06.03.34.024
3422,Local Terminal,PERALATAN DAN MESIN,1.3.2.06.03.34.025
3423,Digital Selective Calling (DSC),PERALATAN DAN MESIN,1.3.2.06.03.34.026
3424,peralatan pemancar dan penerima uhf  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.34.027
3425,PERALATAN PEMANCAR DAN PENERIMA SHF,PERALATAN DAN MESIN,1.3.2.06.03.35.000
3426,Unit Transceiver SHF Transportable,PERALATAN DAN MESIN,1.3.2.06.03.35.001
3427,Unit Transceiver SHF Portable,PERALATAN DAN MESIN,1.3.2.06.03.35.002
3428,Unit Transceiver SHF Stationary,PERALATAN DAN MESIN,1.3.2.06.03.35.003
3429,peralatan pemancar dan penerima shf  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.35.004
3430,PERALATAN ANTENA PEMANCAR DAN PENERIMA LF,PERALATAN DAN MESIN,1.3.2.06.03.36.000
3431,Unit Antena Transceiver LF Transportable,PERALATAN DAN MESIN,1.3.2.06.03.36.001
3432,Unit Antena Transceiver LF Portable,PERALATAN DAN MESIN,1.3.2.06.03.36.002
3433,Unit Antena Transceiver LF Stationary,PERALATAN DAN MESIN,1.3.2.06.03.36.003
3434,peralatan antena pemancar dan penerima lf  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.36.004
3435,PERALATAN ANTENA PEMANCAR DAN PENERIMA MF,PERALATAN DAN MESIN,1.3.2.06.03.37.000
3436,Unit Antena Transceiver MF Transportable,PERALATAN DAN MESIN,1.3.2.06.03.37.001
3437,Unit Antena Transceiver MF Portable,PERALATAN DAN MESIN,1.3.2.06.03.37.002
3438,Unit Antena Transceiver MF Stationary,PERALATAN DAN MESIN,1.3.2.06.03.37.003
3439,peralatan antena pemancar dan penerima mf  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.37.004
3440,PERALATAN ANTENA PEMANCAR DAN PENERIMA HF,PERALATAN DAN MESIN,1.3.2.06.03.38.000
3441,Unit Antena Transceiver HF Transportable,PERALATAN DAN MESIN,1.3.2.06.03.38.001
3442,Unit Antena Transceiver HF Portable,PERALATAN DAN MESIN,1.3.2.06.03.38.002
3443,Unit Antena Transceiver HF Stationary,PERALATAN DAN MESIN,1.3.2.06.03.38.003
3444,peralatan antena pemancar dan penerima hf  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.38.004
3445,PERALATAN ANTENA PEMANCAR DAN PENERIMA MF+HF,PERALATAN DAN MESIN,1.3.2.06.03.39.000
3446,Unit Antena Transceiver MF+ HF Transportable,PERALATAN DAN MESIN,1.3.2.06.03.39.001
3447,Unit Antena Transceiver MF+HF Portable,PERALATAN DAN MESIN,1.3.2.06.03.39.002
3448,Unit Antena Transceiver MF+HF Stationary,PERALATAN DAN MESIN,1.3.2.06.03.39.003
3449,peralatan antena pemancar dan penerima mf+hf  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.39.004
3450,PERALATAN ANTENA PEMANCAR DAN PENERIMA VHF,PERALATAN DAN MESIN,1.3.2.06.03.40.000
3451,Unit Antena Transceiver VHF Transportable,PERALATAN DAN MESIN,1.3.2.06.03.40.001
3452,Unit Antena Transceiver VHF Portable,PERALATAN DAN MESIN,1.3.2.06.03.40.002
3453,Unit Antena Transceiver VHF Stationary,PERALATAN DAN MESIN,1.3.2.06.03.40.003
3454,peralatan antena pemancar dan penerima vhf  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.40.004
3455,PERALATAN ANTENA PEMANCAR DAN PENERIMA UHF,PERALATAN DAN MESIN,1.3.2.06.03.41.000
3456,Unit Antena Transceiver UHF Transportable,PERALATAN DAN MESIN,1.3.2.06.03.41.001
3457,Unit Antena Transceiver UHF Portable,PERALATAN DAN MESIN,1.3.2.06.03.41.002
3458,Unit Antena Transceiver UHF Stationary,PERALATAN DAN MESIN,1.3.2.06.03.41.003
3459,peralatan antena pemancar dan penerima uhf  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.41.004
3460,PERALATAN ANTENA PEMANCAR DAN PENERIMASHF,PERALATAN DAN MESIN,1.3.2.06.03.42.000
3461,Unit Antena Transceiver SHF Transportable,PERALATAN DAN MESIN,1.3.2.06.03.42.001
3462,Unit Antena Transceiver SHF Portable,PERALATAN DAN MESIN,1.3.2.06.03.42.002
3463,Unit Antena Transceiver SHF Stationary,PERALATAN DAN MESIN,1.3.2.06.03.42.003
3464,peralatan antena pemancar dan penerimashf  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.42.004
3465,PERALATAN PENERIMA CUACA CITRA SATELITE RESOLUSI RENDAH,PERALATAN DAN MESIN,1.3.2.06.03.43.000
3466,Alat Penerima Satelite Cuaca,PERALATAN DAN MESIN,1.3.2.06.03.43.001
3467,peralatan penerima cuaca citra satelite resolusi rendah  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.43.002
3468,PERALATAN PENERIMA CUACA CITRA SATELITE RESOLUSI TINGGI,PERALATAN DAN MESIN,1.3.2.06.03.44.000
3469,Alat Penerima Satelite Cuaca Geo Stasimeter,PERALATAN DAN MESIN,1.3.2.06.03.44.001
3470,Alat Penerima Satelite Cuaca Orbit Polar,PERALATAN DAN MESIN,1.3.2.06.03.44.002
3471,peralatan penerima cuaca citra satelite resolusi tinggi  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.44.003
3472,PERALATAN PENERIMA DAN PENGIRIM GAMBAR KE PERMUKAAN,PERALATAN DAN MESIN,1.3.2.06.03.45.000
3473,Scanner Facsimile,PERALATAN DAN MESIN,1.3.2.06.03.45.001
3474,Alden Minifax Recorder,PERALATAN DAN MESIN,1.3.2.06.03.45.002
3475,Universal Graphic Recorder,PERALATAN DAN MESIN,1.3.2.06.03.45.003
3476,Weather Chart Recorder,PERALATAN DAN MESIN,1.3.2.06.03.45.004
3477,peralatan penerima dan pengirim gambar ke permukaan  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.45.005
3478,PERALATAN PERLENGKAPAN RADIO,PERALATAN DAN MESIN,1.3.2.06.03.46.000
3479,Box Battery,PERALATAN DAN MESIN,1.3.2.06.03.46.001
3480,Cutton Duck,PERALATAN DAN MESIN,1.3.2.06.03.46.002
3481,Carring Case,PERALATAN DAN MESIN,1.3.2.06.03.46.003
3482,Hand Set,PERALATAN DAN MESIN,1.3.2.06.03.46.004
3483,Conecctor,PERALATAN DAN MESIN,1.3.2.06.03.46.005
3484,peralatan perlengkapan radio  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.46.006
3485,SUMBER TENAGA,PERALATAN DAN MESIN,1.3.2.06.03.47.000
3486,BA-30,PERALATAN DAN MESIN,1.3.2.06.03.47.001
3487,Genset,PERALATAN DAN MESIN,1.3.2.06.03.47.002
3488,Solar Cell,PERALATAN DAN MESIN,1.3.2.06.03.47.003
3489,Charger,PERALATAN DAN MESIN,1.3.2.06.03.47.004
3490,sumber tenaga  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.47.005
3491,PERALATAN PEMANCAR LAINNYA,PERALATAN DAN MESIN,1.3.2.06.03.48.000
3492,peralatan pemancar lainnya  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.03.48.001
3493,PERALATAN KOMUNIKASI NAVIGASI,PERALATAN DAN MESIN,1.3.2.06.04.00.000
3494,PERALATAN KOMUNIKASI NAVIGASI INSTRUMEN LANDING SYSTEM,PERALATAN DAN MESIN,1.3.2.06.04.01.000
3495,Standard Instrumen Landing System,PERALATAN DAN MESIN,1.3.2.06.04.01.001
3496,Microwave Landing System,PERALATAN DAN MESIN,1.3.2.06.04.01.002
3497,peralatan komunikasi navigasi instrumen landing system   lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.04.01.003
3498,VERY HIGH FREQUENCE OMNI RANGE (VOR),PERALATAN DAN MESIN,1.3.2.06.04.02.000
3499,Conventional VOR (CVOR),PERALATAN DAN MESIN,1.3.2.06.04.02.001
3500,Doople VOR (DVOR),PERALATAN DAN MESIN,1.3.2.06.04.02.002
3501,very high frequence omni range (vor)  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.04.02.003
3502,DISTANCE MEASURING EQUIPMENT (DME),PERALATAN DAN MESIN,1.3.2.06.04.03.000
3503,Transponder DME,PERALATAN DAN MESIN,1.3.2.06.04.03.001
3504,Antena DME,PERALATAN DAN MESIN,1.3.2.06.04.03.002
3505,BEACON,PERALATAN DAN MESIN,1.3.2.06.04.03.003
3506,NDB,PERALATAN DAN MESIN,1.3.2.06.04.03.004
3507,DB,PERALATAN DAN MESIN,1.3.2.06.04.03.005
3508,Radar Beacon,PERALATAN DAN MESIN,1.3.2.06.04.03.006
3509,Differential Omega (Distance Measuring Equipment (dme)),PERALATAN DAN MESIN,1.3.2.06.04.03.007
3510,Differential GPS,PERALATAN DAN MESIN,1.3.2.06.04.03.008
3511,GPS Khusus Geofisika,PERALATAN DAN MESIN,1.3.2.06.04.03.009
3512,distance measuring equipment (dme)  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.04.03.010
3513,RADAR,PERALATAN DAN MESIN,1.3.2.06.04.04.000
3514,Primary Surveillance Radar,PERALATAN DAN MESIN,1.3.2.06.04.04.001
3515,Secondary Surveillance Radar,PERALATAN DAN MESIN,1.3.2.06.04.04.002
3516,radar  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.04.04.003
3517,ALAT PANGATUR TELEKOMUNIKASI,PERALATAN DAN MESIN,1.3.2.06.04.05.000
3518,Message Switching Center (MSC),PERALATAN DAN MESIN,1.3.2.06.04.05.001
3519,Automatic Message Switching Center (AMSC),PERALATAN DAN MESIN,1.3.2.06.04.05.002
3520,Current Console Regulator,PERALATAN DAN MESIN,1.3.2.06.04.05.003
3521,Controller Console PVC,PERALATAN DAN MESIN,1.3.2.06.04.05.004
3522,No Break Casinet,PERALATAN DAN MESIN,1.3.2.06.04.05.005
3523,Telegraphic Frame,PERALATAN DAN MESIN,1.3.2.06.04.05.006
3524,Morden,PERALATAN DAN MESIN,1.3.2.06.04.05.007
3525,Radio Console,PERALATAN DAN MESIN,1.3.2.06.04.05.008
3526,Supervisori Console,PERALATAN DAN MESIN,1.3.2.06.04.05.009
3527,alat pangatur telekomunikasi  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.04.05.010
3528,PERALATAN KOMUNIKASI UNTUK DOKUMENTASI,PERALATAN DAN MESIN,1.3.2.06.04.06.000
3529,Unit Tape Recorder,PERALATAN DAN MESIN,1.3.2.06.04.06.001
3530,Unit Time Announcing,PERALATAN DAN MESIN,1.3.2.06.04.06.002
3531,Unit Master Clock,PERALATAN DAN MESIN,1.3.2.06.04.06.003
3532,Unit Reproducer,PERALATAN DAN MESIN,1.3.2.06.04.06.004
3533,Unit Remote Control,PERALATAN DAN MESIN,1.3.2.06.04.06.005
3534,peralatan komunikasi untuk dokumentasi  lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.04.06.006
3535,PERALATAN KOMUNIKASI NAVIGASI LAINNYA,PERALATAN DAN MESIN,1.3.2.06.04.07.000
3536,peralatan komunikasi navigasi lainnya lainnya (dst),PERALATAN DAN MESIN,1.3.2.06.04.07.001
3537,ALAT KEDOKTERAN DAN KESEHATAN,PERALATAN DAN MESIN,1.3.2.07.00.00.000
3538,ALAT KEDOKTERAN,PERALATAN DAN MESIN,1.3.2.07.01.00.000
3539,ALAT KEDOKTERAN UMUM,PERALATAN DAN MESIN,1.3.2.07.01.01.000
3540,Sterilisator,PERALATAN DAN MESIN,1.3.2.07.01.01.001
3541,Minor Surgical Set (Alat Kedokteran Umum),PERALATAN DAN MESIN,1.3.2.07.01.01.002
3542,Diagnostik Set,PERALATAN DAN MESIN,1.3.2.07.01.01.003
3543,Stetoscope (Alat Kedokteran Umum),PERALATAN DAN MESIN,1.3.2.07.01.01.004
3544,Tensimeter,PERALATAN DAN MESIN,1.3.2.07.01.01.005
3545,Wickham,PERALATAN DAN MESIN,1.3.2.07.01.01.006
3546,Head Lamp (Alat Kedokteran Umum),PERALATAN DAN MESIN,1.3.2.07.01.01.007
3547,Waskom,PERALATAN DAN MESIN,1.3.2.07.01.01.008
3548,Timbangan Badan (Alat Kedokteran Umum),PERALATAN DAN MESIN,1.3.2.07.01.01.009
3549,Timbangan Bayi,PERALATAN DAN MESIN,1.3.2.07.01.01.010
3550,Kocher,PERALATAN DAN MESIN,1.3.2.07.01.01.011
3551,Metal Chatheeter,PERALATAN DAN MESIN,1.3.2.07.01.01.012
3552,Sluf Zone,PERALATAN DAN MESIN,1.3.2.07.01.01.013
3553,Anaromische Pinset,PERALATAN DAN MESIN,1.3.2.07.01.01.014
3554,Chirurgical Pinset,PERALATAN DAN MESIN,1.3.2.07.01.01.015
3555,Naalvoeder,PERALATAN DAN MESIN,1.3.2.07.01.01.016
3556,Arteriklem,PERALATAN DAN MESIN,1.3.2.07.01.01.017
3557,Instrumen Cabinet,PERALATAN DAN MESIN,1.3.2.07.01.01.018
3558,Agraat,PERALATAN DAN MESIN,1.3.2.07.01.01.019
3559,Gunting Bengkok,PERALATAN DAN MESIN,1.3.2.07.01.01.020
3560,Gunting Lurus,PERALATAN DAN MESIN,1.3.2.07.01.01.021
3561,Lemari Steriil,PERALATAN DAN MESIN,1.3.2.07.01.01.022
3562,Air Viva,PERALATAN DAN MESIN,1.3.2.07.01.01.023
3563,Alat Ganti YKBS,PERALATAN DAN MESIN,1.3.2.07.01.01.024
3564,Ambubag,PERALATAN DAN MESIN,1.3.2.07.01.01.025
3565,Tabung 02,PERALATAN DAN MESIN,1.3.2.07.01.01.026
3566,Aplanation Termometer,PERALATAN DAN MESIN,1.3.2.07.01.01.027
3567,Autoclave Table,PERALATAN DAN MESIN,1.3.2.07.01.01.028
3568,Automatic Chart Proyektor,PERALATAN DAN MESIN,1.3.2.07.01.01.029
3569,Automatic Spray Gonometer,PERALATAN DAN MESIN,1.3.2.07.01.01.030
3570,Bak Catheter,PERALATAN DAN MESIN,1.3.2.07.01.01.031
3571,"Bak Instrument (Stainles,Kaca,Email)",PERALATAN DAN MESIN,1.3.2.07.01.01.032
3572,Bak Korentang (Stainles),PERALATAN DAN MESIN,1.3.2.07.01.01.033
3573,Bak Spuit,PERALATAN DAN MESIN,1.3.2.07.01.01.034
3574,Balon Spray,PERALATAN DAN MESIN,1.3.2.07.01.01.035
3575,Bantal Angin/Wind Ring,PERALATAN DAN MESIN,1.3.2.07.01.01.036
3576,Basic Diagnostic Kit (Alat Kedokteran Umum),PERALATAN DAN MESIN,1.3.2.07.01.01.037
3577,Bed Side Monitor,PERALATAN DAN MESIN,1.3.2.07.01.01.038
3578,Bed Skreen/Sherm,PERALATAN DAN MESIN,1.3.2.07.01.01.039
3579,"Blass Spuit (Glass,Metal)",PERALATAN DAN MESIN,1.3.2.07.01.01.040
3580,Blood Exchange Set (Alat Kedokteran Umum),PERALATAN DAN MESIN,1.3.2.07.01.01.041
3581,Brancard,PERALATAN DAN MESIN,1.3.2.07.01.01.042
3582,Buli-Buli Panas,PERALATAN DAN MESIN,1.3.2.07.01.01.043
3583,Butomous P 02 Modul,PERALATAN DAN MESIN,1.3.2.07.01.01.044
3584,Canula Rectal,PERALATAN DAN MESIN,1.3.2.07.01.01.045
3585,Capagati 3 L,PERALATAN DAN MESIN,1.3.2.07.01.01.046
3586,Centrifuge (Alat Kedokteran Umum),PERALATAN DAN MESIN,1.3.2.07.01.01.047
3587,Chytologi Bantal,PERALATAN DAN MESIN,1.3.2.07.01.01.048
3588,Clinical Thermometer (Alat Kedokteran Umum),PERALATAN DAN MESIN,1.3.2.07.01.01.049
3589,Co2 Analyzer (Alat Kedokteran Umum),PERALATAN DAN MESIN,1.3.2.07.01.01.050
3590,Colonofibers Cape,PERALATAN DAN MESIN,1.3.2.07.01.01.051
3591,Combilag,PERALATAN DAN MESIN,1.3.2.07.01.01.052
3592,Corn Image Interserver,PERALATAN DAN MESIN,1.3.2.07.01.01.053
3593,Dale Dagion (Alat Kedokteran Umum),PERALATAN DAN MESIN,1.3.2.07.01.01.054
3594,Defision Sehafulla Telector,PERALATAN DAN MESIN,1.3.2.07.01.01.055
3595,Desk Suction System,PERALATAN DAN MESIN,1.3.2.07.01.01.056
3596,Digital Oscamolis,PERALATAN DAN MESIN,1.3.2.07.01.01.057
3597,Direct Reading Desimeter,PERALATAN DAN MESIN,1.3.2.07.01.01.058
